       0                  Team                   Name          Gp   Min     Ppg     FGM     FGA     FG%     FTM     FTA     FT%    3pt Made 3pt Att   3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF
       1             Houston Rockets         Kevin Durant      50   26.7    21.1    7.5      14     .539    4.9     5.3     .929     1.1      2.9     .368    0.7     6.1     3.2     2.8     0.7     2.4     0.8      0
       1             Houston Rockets         Kawhi Leonard     49   29.8    17.6    6.7      14     .477    3.1     3.5     .878     1.1      2.5     .451    1.4      6      1.9     3.1     2.2     1.3     0.8      0
       1             Houston Rockets          Chris Paul       53   30.4    16.7    6.1     12.8    .478    3.3     3.6     .917     1.1      2.8     .384    0.6     3.6     8.3     3.1     2.6     2.6     0.1      0
       1             Houston Rockets     Giannis Antetokounmpo 50   22.6    12.4    4.8     9.5     .502    2.7     3.7     .732     0.2      0.6     .281     1      4.6     2.4      3      0.7     1.9     0.9      0
       1             Houston Rockets        Derrick Favors     30   16.3    9.5     3.8     7.5     .504    1.9     2.6     .722      0        0      .000    1.6     3.9     0.6     1.7     0.6      1      0.4      0
       1             Houston Rockets        Alvin Robertson    41   19.5    8.6     3.6     7.1     .505    1.3      2      .654     0.1      0.7     .172    0.9     2.7     2.9     2.7     1.5     1.6     0.1      0
       1             Houston Rockets     Michael Kidd Gilchris 21   8.7     5.4     2.1     3.4     .620    1.1     1.4     .793     0.1      0.2     .400    0.4     1.6     0.2     0.6     0.2     0.4     0.1      0
       1             Houston Rockets         Michael Redd      50    19     11.8    4.6     9.9     .464    1.2     1.5     .805     1.4      3.3     .416    1.1     3.3     1.3     1.5     0.6     0.8     0.1      0
       1             Houston Rockets          Rajon Rondo      51   28.5    10.9    4.6     8.8     .522    1.1     1.8     .606     0.6      1.5     .405    1.1     4.6      8      2.8     1.5     3.4     0.1      0
       1             Houston Rockets          Ricky Rubio      53   14.6    5.5     1.4     3.6     .402    2.5     2.8     .885     0.2      0.8     .268    0.2     2.1     4.3     1.6     1.2     1.5      0       0
       1             Houston Rockets         Nikola Jokic      53   21.1    9.8      4      7.4     .538    1.6      2      .837     0.3      0.7     .368    2.6      6      1.9     4.3     1.2     1.5     0.4      0
       1             Houston Rockets          Rudy Gobert      44   23.1     6      2.4      4      .588    1.3     2.7     .487      0        0      .000    2.8     6.9     1.1     3.2     0.9     1.2     1.3      0
       1             Houston Rockets         Aaron Gordon      47    14     6.1     2.5     4.9     .517    0.9     1.5     .609     0.1      0.7     .226    1.4     3.6     1.2     1.9     0.4     0.7     0.2      0
       1             Houston Rockets       Boban Marjanovic    23   5.4      3      1.4     2.2     .627    0.2     0.3     .833      0        0      .000    0.4      1      0.2     0.9     0.2     0.5     0.2      0
       1             Houston Rockets            Totals         53  240.5   122.1    46.7    92.1    .507    23.9    30.3    .787     4.9      13.6    .361    13.5    48.2    34.7    29.2    12.8    18.3     5       0
       1             Houston Rockets            DTotals        53  240.4   114.1    40.9    88.8    .461    27.4    36.1    .760     4.8      14.5    .329    12.6    43.5    26.9    27.1    9.6      18     6.2      0
       1                  Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       2              Phoenix Suns           Eric Bledsoe      39   31.8    14.9    5.2     12.5    .418    3.8     5.1     .754     0.7      2.8     .239    0.7     4.2     6.1     3.1     1.8     3.9     0.3      0
       2              Phoenix Suns           Jrue Holiday      39   28.9    15.2    5.9     14.3    .411    2.7     3.2     .825     0.8      2.6     .294    0.5     2.6     6.4     3.4     1.2     3.2     0.3      0
       2              Phoenix Suns           Bruce Bolden      43   18.2    7.6      3      5.7     .518    1.6      2      .788      0       0.3     .143    0.9     3.8     1.9     1.8     0.7     1.1     0.5      0
       2              Phoenix Suns            Kyle Lowry       42   27.2    12.5    4.1     10.2    .400    3.2     3.8     .831     1.2      3.5     .345     1      3.9     6.7      3      1.3     3.1     0.1      0
       2              Phoenix Suns          Nikola Mirotic     54   16.1    8.5     3.1     6.5     .477    1.8     2.2     .793     0.5      1.2     .438    0.9     3.1      1       2      0.4     0.9     0.3      0
       2              Phoenix Suns          Kenneth Faried     45   24.7    11.9    5.2     9.7     .538    1.4     2.4     .573      0        0     1.000    3.4     7.5     1.1     3.8     0.5     1.4     0.8      0
       2              Phoenix Suns           Bobby Jackson     53   14.7    7.9     2.9     7.1     .413    1.6     1.8     .856     0.5      2.1     .234    0.7      2      1.4     1.6     0.5     0.9      0       0
       2              Phoenix Suns            Loy Vaught       52    29     13.3    5.8     11.9    .490    1.6     2.2     .737      0       0.2     .000    2.2     7.6     0.9     3.8     0.8     1.2     0.3      0
       2              Phoenix Suns          Flynn Robinson     40   10.9    4.9     1.6     4.2     .387    1.4     1.7     .851     0.2      1.1     .186    0.4     0.9     1.3      2      0.6     0.7     0.1      0
       2              Phoenix Suns           Nate Thurmond     51    25     7.3      3      6.6     .463    1.2     1.8     .667      0       0.1     .400    2.5     7.3     1.3     2.9     0.5     1.1     2.3      0
       2              Phoenix Suns         Donyell Marshall    37   16.9    6.1     2.4     6.6     .369    0.7     0.8     .897     0.5      2.1     .260    1.3     3.9      1      1.9     0.5     0.9     0.6      0
       2              Phoenix Suns            Chuck Share      53   18.4    5.9     2.1     5.1     .411    1.7     2.2     .786      0        0      .000    1.5     5.1     1.7     3.6     0.7     0.8     0.9      0
       2              Phoenix Suns          Jermaine O'Neal    36   16.4    6.4     2.9     5.8     .498    0.6     1.4     .460      0       0.1     .000    1.3      4      0.4     2.5     0.4     1.4     0.8      0
       2              Phoenix Suns           Kevin Martin      19   6.9     2.5     0.8     1.9     .432    0.8     1.1     .800      0       0.1     .000    0.1     0.7     0.6     0.8     0.3     0.6     0.1      0
       2              Phoenix Suns              Totals         54  240.5   107.3    41.2    92.7    .445    20.2    26.1    .773     4.7      15.3    .306    14.7    47.6    24.9    30.1    8.3     16.7    6.4      0
       2              Phoenix Suns              DTotals        54  240.6   111.7    39.6    85.3    .464     28     36.7    .762     4.6      14.9    .305    12.6    46.6    26.4    24.3    10.4    16.2    6.6      0
       2                  Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       3             Denver Nuggets         Bobby McDermott    53   35.7    19.3    7.4     16.6    .448    2.7     3.6     .751     1.8      5.1     .347    1.2      4       6      3.2     1.4     3.1     0.4      0
       3             Denver Nuggets         Earl Manigault     49   30.1    15.1    5.4     11.7    .466    3.3     4.2     .790     0.9      2.9     .326     1      2.8      4      2.7     1.1     2.2     0.5      0
       3             Denver Nuggets        Joe Barry Carroll   50   13.6    8.3     3.3      7      .473    1.7      2      .840      0        0      .000    0.8      3      0.6     2.3     0.4      1      0.8      0
       3             Denver Nuggets            Glen Rice       55   20.7    9.4     3.4     8.8     .386    1.5     1.8     .828     1.1      3.5     .325    0.7     2.5     1.2     1.9     0.5     1.2     0.2      0
       3             Denver Nuggets          Keith VanHorn     51    31     16.2    5.7     12.5    .457    3.7     4.2     .880     1.1      3.3     .325    1.7     5.8     2.1     3.5      1      2.8     0.4      0
       3             Denver Nuggets         Andre Drummond     55   29.8    13.7    5.7     11.5    .496    2.3      6      .373      0       0.1     .000    4.6     11.2    0.9     4.4     1.4     1.5     1.3      0
       3             Denver Nuggets          Rony Seikaly      19   4.8     2.3      1      1.9     .528    0.3     0.4     .625      0        0      .000    0.5     1.4     0.2     0.5      0      0.2     0.3      0
       3             Denver Nuggets         Arvydas Sabonis    13   17.2    9.6     3.4     6.3     .537    2.5      3      .821     0.4      0.7     .556    1.6     5.2     1.5     2.7     0.6     1.9     1.1      0
       3             Denver Nuggets         Jake Pelkington    49   25.5    10.4    4.1     8.5     .478     2      2.6     .776     0.3       1      .319    1.3     4.7     2.8     4.6     0.6     2.3     0.9      0
       3             Denver Nuggets        Dave DeBusschere    55   28.3    10.6    4.1     9.3     .439    1.5     1.8     .792      1       2.6     .382    1.5     5.1     2.7     3.5     0.7     1.5      1       0
       3             Denver Nuggets         Charles Oakley     50   19.3    5.4     1.9     4.2     .460    1.5     1.9     .763      0        0      .000    2.1     6.4     1.6     2.5     0.4     1.2     0.1      0
       3             Denver Nuggets           Joe Johnson      46   6.7      2      0.8     1.9     .404    0.2     0.3     .917     0.2      0.5     .280    0.4     1.1     0.8     0.6     0.1     0.3      0       0
       3             Denver Nuggets         Terrell Brandon    51   7.2     2.9     1.2     2.8     .414    0.5     0.6     .844      0       0.3     .000    0.1     0.6     1.5     0.7     0.4     0.7     0.2      0
       3             Denver Nuggets            Ty Lawson       11   6.4     0.7     0.3     1.3     .214    0.2     0.4     .500      0       0.4     .000     0      0.5     1.8     0.5     0.3     0.3      0       0
       3             Denver Nuggets             Totals         55  240.7   109.9    41.8    91.9    .455    20.2    28.3    .713     6.1      18.4    .333    15.2    46.6    23.5    29.1    7.6     17.4    5.8      0
       3             Denver Nuggets             DTotals        55   241    117.8    43.8    89.6    .489    25.3     33     .767     4.8      13.6    .353    13.5     47      30     25.2    10.7    15.9    6.1      0
       3                  Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       4          Portland Trailblazers       Earl Monroe      53   35.9    18.7    7.2     15.8    .454    3.6     4.5     .804     0.7      1.8     .368    0.7     2.5     4.3     3.6     1.3     2.4     0.5      0
       4          Portland Trailblazers    Amare Stoudemire    32   29.9    15.6    6.3     11.4    .552     3      4.3     .691      0        0      .000    2.6      7      1.3     4.6     0.9     2.8     1.3      0
       4          Portland Trailblazers    Richard Jefferson   51   33.2    15.9    5.5     11.1    .495    4.5     5.2     .869     0.4      1.9     .224    1.2     7.2     3.4     3.1     1.1     2.1     0.2      0
       4          Portland Trailblazers        Doug Moe        53   23.9    11.6    4.1     9.4     .439    3.1     3.8     .815     0.2      0.5     .464    1.4     4.4      2      2.6     1.4     1.9     0.8      0
       4          Portland Trailblazers   Christian Laettner   54   22.1    10.7    3.8     7.7     .494     3      3.7     .818     0.1      0.5     .138    1.2     5.4     1.6      3      0.9     2.1     0.9      0
       4          Portland Trailblazers      Isiah Thomas      43    32      13     4.6     11.4    .402    2.5     3.7     .677     1.3      3.8     .352    0.6     2.6     7.1     3.1     2.3     3.3     0.2      0
       4          Portland Trailblazers    Billy Cunningham    47   20.7    10.4    3.8     8.5     .450    2.5     3.4     .727     0.3       1      .250    1.1     4.4     1.9      3      1.3     1.7     0.4      0
       4          Portland Trailblazers      Danny Manning     27    8       4      1.6     3.3     .478    0.8      1      .786      0        0      .000    0.4     1.3     0.4     1.3     0.7     0.4     0.1      0
       4          Portland Trailblazers     Dave DeJernett     52   12.1     5      1.9     3.7     .532    1.1     1.6     .655      0        0     1.000     1      2.8     1.5     1.3     0.4     0.8     0.7      0
       4          Portland Trailblazers      Kevin Porter      23    21     7.8      3      6.2     .476    1.8     2.3     .792     0.1      0.3     .250    0.3      1      5.9     2.3     0.8     2.2      0       0
       4          Portland Trailblazers     Draymond Green     51    28     9.4     3.5     8.3     .425    1.6     2.5     .643     0.7      2.8     .270    1.4     6.8     3.4     3.6     1.6     1.9     1.3      0
       4          Portland Trailblazers        Hal Greer       47   8.4     4.5     1.8     3.3     .548    0.4     0.6     .700     0.4       1      .429    0.3     0.9     0.6      1      0.3     0.4     0.2      0
       4          Portland Trailblazers       Jack Sikma       13   7.8     2.6     1.1     2.8     .389    0.5     0.6     .750      0       0.2     .000    0.5      2      0.3     1.1     0.5     0.5     0.2      0
       4          Portland Trailblazers      Bill Laimbeer     40   8.6     3.3     1.3     2.9     .431    0.6     0.8     .800     0.2      0.6     .320     1      2.6     0.6     1.7     0.1     0.6     0.4      0
       4          Portland Trailblazers         Totals         54   240    110.1    40.8    87.5    .466    24.5     32     .767      4       12.8    .309    11.1    42.4    27.4    28.5    11.3    18.6     6       0
       4          Portland Trailblazers         DTotals        54  240.1   116.1    42.9    90.7    .473    25.3    33.3    .761     4.9      14.6    .335    14.9    49.5    28.2    27.7    9.3     18.8    6.4      0
       4                  Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       5          Oklahoma City Thunder    Demarcus Cousins    46   28.2    18.2    6.3     13.4    .468    5.2     7.1     .725     0.6      1.3     .419    2.5     8.1     2.6     4.2     1.2     2.6     1.1      0
       5          Oklahoma City Thunder      Allen Iverson     51    25     13.9    4.6     10.7    .430    3.6     4.8     .753     1.1       3      .377     1      2.7     5.4     2.5     1.3     2.7     0.2      0
       5          Oklahoma City Thunder        John Drew       46   22.9    11.4    4.4     9.2     .473    2.6      4      .645     0.1      0.4     .222    1.4     4.7     1.3     2.8     0.7     1.3     0.3      0
       5          Oklahoma City Thunder      Elgin Baylor      54   34.7    17.7    6.7     14.9    .449     4      5.2     .763     0.4       2      .208    2.7     8.6     2.9     3.9     1.6     2.2     1.3      0
       5          Oklahoma City Thunder       Arnie Risen      34   12.6    5.2     1.8     3.7     .496    1.6     2.3     .671      0       0.1     .333     1      3.7     0.6     2.1     0.2     0.4     0.8      0
       5          Oklahoma City Thunder      Goran Dragic      46   12.2    5.5     2.1     4.7     .454    0.9     1.2     .719     0.3      0.9     .350    0.3     1.2     1.6     1.2     0.3     0.8     0.1      0
       5          Oklahoma City Thunder       Goose Tatum      49   18.8    8.3     3.6     7.6     .465    1.2     1.8     .640      0       0.1     .200    1.2     4.6     1.4     2.5     0.6     1.1     1.4      0
       5          Oklahoma City Thunder     Xavier McDaniel    53   19.1    8.7     3.5     6.8     .504    1.7     2.3     .740     0.1      0.3     .357    1.5     3.9     1.2     2.8     0.6     1.3     0.2      0
       5          Oklahoma City Thunder      Tyreke Evans      26   27.2    11.8    4.2      9      .464    2.9     3.5     .835     0.5      1.5     .368    1.2     4.2      7      3.2     1.3     2.6     0.3      0
       5          Oklahoma City Thunder      Dwight Howard     44   18.4    8.5      3      5.5     .547    2.4     4.6     .532      0        0      .000    2.1     6.2     0.7     2.5     0.6      1      0.7      0
       5          Oklahoma City Thunder       Ron Artest       39   8.1     3.9     1.4     2.8     .505    0.8      1      .821     0.2      0.4     .600    0.1     1.3     1.1      1      0.7     0.6     0.2      0
       5          Oklahoma City Thunder       Serge Ibaka      28   8.4     3.3     1.4     3.1     .465    0.4     0.5     .857      0       0.3     .125    0.5     1.8     0.2     0.9     0.1     0.3     0.6      0
       5          Oklahoma City Thunder      Brevin Knight     55   13.5    4.8     1.7     3.4     .505    1.3     1.7     .779      0        0      .000    0.2     1.1     4.1     1.5      1      1.1     0.1      0
       5          Oklahoma City Thunder      Andrew Bynum      13   9.4     5.1     2.1     3.7     .563    0.9     1.7     .545      0        0      .000    1.5     3.5     0.5     1.5      0      0.5     0.5      0
       5          Oklahoma City Thunder         Totals         53   240    119.5     44     91.3    .482    26.3    35.3    .744     5.2      14.2    .364     14     46.9    30.7    28.1    9.5     16.8    6.8      0
       5          Oklahoma City Thunder         DTotals        53  239.9   119.5    43.8    91.3    .480    27.6    35.2    .783     4.3      13.2    .327    13.5    46.2    29.5    28.8    8.9     16.1    5.6      0
       5                  Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       6           Cleveland Cavaliers      Carmelo Anthony    50   30.3    19.1    7.2      16     .448    4.1     4.8     .862     0.6      2.3     .270    1.3     6.5     3.7     3.4     0.7     2.5     0.4      0
       6           Cleveland Cavaliers         Al Green        55   30.8    17.3    6.7      13     .518    3.1     3.8     .820     0.6      2.5     .252    1.1     2.5     4.4     2.9     0.7     2.4     0.1      0
       6           Cleveland Cavaliers     Chauncey Billups    53   31.7    15.5    5.1     11.7    .436    3.7     4.3     .855     1.6      4.1     .386    0.4     2.8     7.8     2.3     1.6     2.3     0.3      0
       6           Cleveland Cavaliers       Maurice Lucas     55    26     11.6    4.8     10.5    .457    1.9     2.6     .732     0.1      0.6     .143    1.7     6.9     2.2     3.6     0.7     2.2     0.5      0
       6           Cleveland Cavaliers       Devin Booker      51   12.8    7.2     2.5     5.6     .455    1.6     1.9     .857     0.4      1.5     .289    0.2      1      1.3     1.6     0.2     1.3      0       0
       6           Cleveland Cavaliers      Deron Williams     55    17     6.8     2.7     6.9     .396    0.7     0.9     .692     0.7      1.9     .369    0.4     1.5     3.7     1.8     0.5     1.5     0.2      0
       6           Cleveland Cavaliers       Nerlens Noel      40   26.6    9.8     4.3     8.5     .501    1.3     2.4     .526      0        0     1.000    2.6     6.5     1.6     3.6     1.3     1.6     1.4      0
       6           Cleveland Cavaliers       Marcus Camby      34   28.5    10.5    4.4     8.3     .530    1.7     2.2     .773      0        0      .000    3.5     10.1    2.1     3.1     1.1     1.1     2.3      0
       6           Cleveland Cavaliers        Brent Barry      55   9.9     5.5      2      3.9     .526    0.6     0.7     .895     0.8      1.9     .437    0.1     0.6     1.3      1      0.6     0.3     0.2      0
       6           Cleveland Cavaliers      Tyson Chandler     54   15.7    5.9     2.3     3.6     .628    1.3     1.9     .696      0        0      .000    1.7     4.9     0.5     2.6     0.4     0.5     0.6      0
       6           Cleveland Cavaliers      Corey Maggette     53   15.4    7.7     2.7     5.8     .460    2.3      3      .756      0       0.1     .143    1.4      3      0.5     2.3     0.2     1.4     0.2      0
       6           Cleveland Cavaliers    Willie CauleyStein   37   13.1    4.5     1.9     3.7     .514    0.7      1      .658      0        0      .000    1.2     2.9     0.5     2.2     0.4     0.4     0.8      0
       6           Cleveland Cavaliers        Boris Diaw       14   8.2     2.9     1.4     2.3     .594    0.1     0.1    1.000     0.1      0.4     .400    0.2     1.1     1.5     1.1     0.3     1.1     0.2      0
       6           Cleveland Cavaliers        Joakim Noah      20   22.7    5.6     2.4     5.3     .457    0.8     1.8     .457      0       0.1     .000    2.7     7.2     4.8     3.8     0.8     1.8     1.2      0
       6           Cleveland Cavaliers          Totals         55  240.2   112.7    43.3    90.9    .476    21.3    27.5    .775     4.8      14.5    .328    13.8    44.6    29.5    28.7    7.7     16.9    5.8      0
       6           Cleveland Cavaliers          DTotals        55  239.9   119.5    43.7    89.5    .488    27.1    35.1    .774     5.1      14.2    .356    14.3    46.7    29.8    23.8    9.2     16.1    6.7      0
       6                  Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       7              Orlando Magic          Mark Aguirre      51   32.2    21.7    8.1     16.7    .484    3.3     4.8     .695     2.2      5.5     .399    1.2     5.1     2.5     3.8     0.8     2.5     0.4      0
       7              Orlando Magic         Cedric Ceballos    41   15.5    8.9     3.4     7.1     .473     2      2.7     .732     0.2      0.9     .229    1.3     3.9     0.8     1.5     0.4      1      0.1      0
       7              Orlando Magic           Elton Brand      47   33.3    18.3    6.8     11.9    .575    4.7     5.9     .791      0        0      .000     3      8.2      3      4.4      1      2.3     1.5      0
       7              Orlando Magic           Paul Pierce      51   34.2    18.4     6      13.9    .434    5.2      6      .866     1.1      3.6     .317    0.7     5.2     4.8     3.4     1.2     2.5     0.4      0
       7              Orlando Magic           Jim Paxson       51    17     10.9    3.7     7.6     .492    2.4     2.8     .867      1       2.6     .394    0.4     1.3     1.3     1.4      1      0.8     0.1      0
       7              Orlando Magic            John Wall       50   33.9    15.4    5.6     14.6    .385    3.2     4.2     .764      1       2.6     .389    0.6     4.4      10     2.8     2.1     4.2     0.8      0
       7              Orlando Magic          Kenyon Martin     47   16.9    7.9     3.2     6.8     .475    1.5     2.5     .603      0       0.1     .167    1.4     4.3     1.1     2.5     0.6     1.2     0.5      0
       7              Orlando Magic           Mike Conley      49   13.7    6.2     2.3     5.4     .423    1.2     1.6     .750     0.4      1.2     .316    0.2      1      3.2     1.2     0.8      1      0.1      0
       7              Orlando Magic      Clarence Weatherspoon 38   11.8    5.6     1.9     3.8     .510    1.7     2.3     .730      0        0      .000    0.9     3.1     0.8     1.2     0.6     0.8     0.4      0
       7              Orlando Magic         Connie Hawkins     6    6.3     2.2     0.5     1.3     .375    1.2     1.3     .875      0        0      .000    0.2     1.8     0.5      1      0.2     0.7      0       0
       7              Orlando Magic          Marcin Gortat     53    7      2.8     1.2      2      .565    0.5     0.7     .667      0        0      .000    0.7     1.8     0.4     0.8     0.2     0.3     0.5      0
       7              Orlando Magic          MR Richardson     29   8.2      3      1.2     2.8     .425    0.6     0.7     .762     0.1      0.8     .167    0.3     1.1     1.8     0.8     0.8      1      0.1      0
       7              Orlando Magic        Wilt Chamberlain    53   37.8    9.5     3.8     5.3     .713    1.9     3.8     .502      0        0      .000    4.8     15.2    3.5     3.5     1.2     0.9     2.6      0
       7              Orlando Magic           Vlade Divac      9    3.7     2.1      1      1.8     .563    0.1     0.2     .500      0        0      .000    0.1     0.6     0.1     0.4     0.1     0.1     0.1      0
       7              Orlando Magic             Totals         53  240.5    118     43.3    89.6    .483    25.7    34.7    .739     5.7      16.1    .356    14.2    50.5    30.4    25.2    9.7     16.8    6.8      0
       7              Orlando Magic             DTotals        53  240.5   105.4    39.2    90.7    .432    23.2    29.8    .778     3.9      13.3    .292    13.5    44.9    25.1    28.1    9.6     16.9    6.2      0
       7                  Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       8             Toronto Raptors          Karl Malone      53   32.1     20      7      13.2    .528    6.1     7.6     .803      0        0      .000    2.4     7.5     3.7     3.5     0.8     2.7     0.5      0
       8             Toronto Raptors         Michael Adams     53   31.2    16.3    4.8     13.4    .356    4.4     5.1     .866     2.4      7.9     .305    0.7     3.1     8.8     2.5     2.3     3.4     0.1      0
       8             Toronto Raptors         Oscar Schmidt     50    29     18.7    6.5     12.9    .505    3.8     4.8     .780     1.9      4.9     .393    1.2     4.2     1.4     2.6     0.9     1.5     0.3      0
       8             Toronto Raptors       Jason Richardson    53   19.7    11.2    4.2      9      .460    1.8     2.7     .650     1.2      3.1     .376     1      3.1     1.8     1.9      1      1.2     0.3      0
       8             Toronto Raptors          Steve Smith      8    6.5     2.1     0.6     1.8     .357    0.8      1      .750     0.1      0.4     .333    0.3     0.6     0.9     0.3     0.1     0.1      0       0
       8             Toronto Raptors          Larry Jones      53   16.9    8.4     2.5     5.9     .424    2.6      3      .862     0.8      2.5     .296    0.5     1.5     3.2     1.3     0.7     1.1     0.1      0
       8             Toronto Raptors        Brad Daugherty     47   8.2     4.7     1.5     3.1     .493    1.6     2.1     .778      0        0      .000    0.6     2.1     0.9     0.9     0.2     0.6     0.2      0
       8             Toronto Raptors           Pau Gasol       52   29.1     15     5.9     10.9    .539    3.2     3.8     .852     0.1      0.2     .444    3.1     9.3     2.5     3.2     0.4     1.4     1.8      0
       8             Toronto Raptors         Clyde Drexler     35   33.5    14.2    5.2     11.3    .457    2.5     3.3     .774     1.3       4      .329    2.3     6.3     6.4     2.9     2.1     2.2     0.6      0
       8             Toronto Raptors       Orlando Woolridge   43   7.3     4.2     1.7     3.4     .497    0.7     1.1     .681     0.1      0.5     .300    0.7     1.7     0.6     0.7     0.2     0.6     0.1      0
       8             Toronto Raptors        Charles Barkley    37   31.9    12.7    4.2     8.9     .470     4      5.4     .740     0.3      1.4     .212    3.8     10.6    3.5     3.5      1      2.4     0.4      0
       8             Toronto Raptors          Gary Payton      46   10.3    4.5     1.8     3.8     .472    0.7     1.2     .611     0.1      0.6     .214    0.3     1.2     1.6     0.9     0.4     0.7      0       0
       8             Toronto Raptors         Mel Hutchins      7    8.9     2.4      1      2.4     .412    0.4     0.6     .750      0        0      .000     0      1.7     0.6      1      0.3     0.1     0.7      0
       8             Toronto Raptors         Joe Lapchick      53   17.6    6.6     2.1     4.3     .493    2.1     2.8     .764     0.2      0.7     .306    1.5     4.8     1.8     2.4     1.2     1.3     1.2      0
       8             Toronto Raptors            Totals         53  239.8   124.2    42.9     91     .472    31.2    40.1    .778     7.2      22.1    .325    15.6    48.8    30.5    24.1    9.4     17.2    5.1      0
       8             Toronto Raptors            DTotals        53  239.9   117.3    45.4    92.9    .489    21.8    28.4    .766     4.7      13.2    .356     13     45.5    30.3    30.2    9.3      18      6       0
       8                  Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       9             Detroit Pistons      Shareef AbdurRahim   55   34.5    18.6    6.4     14.6    .437    5.6     6.2     .898     0.2      0.7     .275    2.1     7.2     3.4     3.4     1.3     2.8      1       0
       9             Detroit Pistons           Dave Bing       55   14.5    6.9     2.5     5.8     .433    1.7     2.3     .721     0.2       1      .193    0.5     1.3     2.7     1.1     0.7     1.2      0       0
       9             Detroit Pistons         Jimmy Butler      44   35.6     19     6.3     14.5    .435    5.7     6.7     .851     0.7      2.1     .319    1.5     4.4     3.2     2.4     2.1     1.5     0.5      0
       9             Detroit Pistons       Damon Stoudamire    44   12.6     6      2.1      5      .422    1.2     1.5     .794     0.5      1.2     .453    0.3     1.7      3       1      0.5     1.3     0.1      0
       9             Detroit Pistons         Julius Erving     53    28     12.7    5.1     10.9    .465    2.4     3.1     .753     0.2      0.6     .353    1.2     4.3     2.8     2.8     1.5     1.9     1.4      0
       9             Detroit Pistons          WorldB Free      33   11.5    6.1     2.2     4.3     .503    1.6     2.3     .684     0.2      0.7     .261    0.5     1.2     1.4     1.1     0.2      1      0.1      0
       9             Detroit Pistons          Bob Brannum      50   19.8    6.6     2.6     5.3     .496    1.3     1.8     .739     0.1      0.4     .158    1.4     4.6      2      2.4     0.9     1.1     0.9      0
       9             Detroit Pistons         John Stockton     49   26.9    10.5    3.9     7.4     .525    1.9     2.3     .807     0.8      1.7     .470    0.6     2.3     8.9     2.5     1.9     2.1     0.2      0
       9             Detroit Pistons          Sam Cassell      46   17.8    8.2     3.1     6.6     .472    1.6     1.9     .872     0.3      1.1     .306    0.4     2.5     4.2     1.9     0.5     1.3     0.1      0
       9             Detroit Pistons           Tom Gola        41   12.5    4.5     1.8     3.9     .462    0.6     0.8     .706     0.4       1      .366    0.5     1.9     1.8     1.7     0.5     1.1     0.2      0
       9             Detroit Pistons          Bill Walton      35   24.2    9.4     3.7     6.5     .577    1.9     2.9     .647      0        0      .000    1.3     7.3      4      3.5     0.7     2.3     1.5      0
       9             Detroit Pistons          Zelmo Beaty      45   19.5    7.5     2.9      6      .478    1.6     2.2     .763      0       0.1     .333    1.6     4.7     0.8     2.7     0.3      1      0.7      0
       9             Detroit Pistons          Jordan Hill      44   12.3    6.3     2.6     4.5     .565    1.1     1.7     .667      0        0      .000    2.1     4.7     0.5      2      0.2     0.5     0.4      0
       9             Detroit Pistons         Kevin McHale      23   8.8     3.7     1.6     2.7     .587    0.5     0.8     .667      0        0      .000    0.7     2.2     0.1     1.3      0      0.6     0.5      0
       9             Detroit Pistons            Totals         55  240.4   119.2     46     91.8    .501     24     32.3    .743     3.2      9.8     .322    13.3    47.1    32.1    26.2    10.4    16.4    6.5      0
       9             Detroit Pistons            DTotals        55  240.6   112.3    42.2     93     .454    23.5     31     .757     4.3      14.9    .291    15.8    47.9    27.9     27      9      18.2    5.7      0
       9                  Team                   Name          Gp   Min     FGM     FGA     FG%     FTM     FTA     FT%   3pt Made 3pt Att    3pt%   O Reb    Reb     Ast      PF     STL      TO     BLK      TF      ?
       10           Rochester Royals          Jack Twyman      53   34.6    19.2    6.8     14.4    .477    4.7      6      .794     0.7      1.8     .415    1.4     4.8     2.7     4.2     1.2     2.3     0.9      0
